avg_orders,location,class,avg_delivery_time,overtime_rate,violation_pickup_rate,violation_delivery_rate,claim_rate,false_report_rate
38.72,Shanghai,Regular,1445.457507,0.011803588,0.000236072,0.000236072,0.000472144,0.000472144
21.55,Shanghai,Regular,1840.443038,0.084388186,0.021097046,0,0,0
35.14,Shanghai,Regular,1881.369771,0.056680162,0.004048583,0,0.002699055,0
35.59,Shanghai,Regular,1378.803601,0.009819967,0.003273322,0,0,0.001636661
6.5,Shanghai,Regular,2108.384615,0.384615385,0,0,0,0
30.77,Shanghai,Regular,1421.098351,0.013306335,0.000578536,0,0.000578536,0
26.67,Shanghai,Regular,1738.875,0.125,0,0,0,0
10,Shanghai,Regular,1846,0,0,0,0,0
24.38,Shanghai,Elite,1604.732702,0.013588414,0,0,0.00071518,0.001609154
73.35,Shanghai,Elite,1609.113569,0.008876144,0,0,0.000136556,0
24,Shanghai,Regular,1835.906606,0.094153379,0,0,0.004555809,0
35.27,Shanghai,Regular,1722.5,0.01510989,0.000686813,0,0.002747253,0
18.77,Shanghai,Regular,1467.54251,0.020242915,0.004048583,0,0,0
30.48,Shanghai,Regular,1626.04142,0.047337278,0,0,0.000739645,0
23.69,Shanghai,Regular,1908.7,0.109677419,0,0,0,0
18.04,Shanghai,Regular,1695.697851,0.064010743,0,0,0.001342883,0
16.25,Shanghai,Regular,1642.424242,0.166666667,0,0,0,0
26.4,Shanghai,Regular,1734.702985,0.089552239,0,0,0,0.001492537
21,Shanghai,Regular,1538.825581,0.034883721,0.046511628,0,0,0
38.64,Shanghai,Regular,1806.744565,0.052018634,0,0,0.003493789,0
35.97,Shanghai,Regular,1722.999049,0.110371075,0,0,0.00190295,0
16,Shanghai,Regular,2024.875,0.291666667,0,0.020833333,0,0
25.37,Shanghai,Regular,1574.772134,0.034833091,0.005805515,0.001451379,0.001451379,0.001451379
11.71,Shanghai,Regular,1678.214286,0.023809524,0,0,0,0
23.05,Shanghai,Regular,1674.206437,0.007769145,0,0,0,0
52.48,Shanghai,Regular,1721.398813,0.00911693,0,0,0,0.000212022
42.8,Shanghai,Elite,1828.304691,0.026359995,0,0.000129216,0.001162941,0.001292157
7.5,Shanghai,Regular,2644,0.6,0,0,0,0.133333333
41.99,Shanghai,Regular,1861.415407,0.039372325,0,0,0.000285307,0.00171184
59.22,Shanghai,Elite,1758.795098,0.030470302,0.000883197,0,0.001324796,0.003974387
28.58,Shanghai,Regular,1742.427333,0.104666667,0,0,0.001333333,0.000666667
54.14,Shanghai,Elite,1827.977662,0.022164502,0,0,0,0.00017316
43.91,Shanghai,Elite,1891.785497,0.015679443,0,0,0.00021777,0.003919861
25.5,Shanghai,Regular,1367.25,0,0,0,0,0
31.09,Shanghai,Regular,1496.921588,0.025508922,0,0.00012566,0.000502639,0.00012566
12,Shanghai,Regular,1295.875,0,0,0,0,0
25.16,Shanghai,Regular,1935.466742,0.156144307,0.002254791,0.001691094,0.005636979,0
39.69,Shanghai,Regular,1527.390203,0.007038288,0,0,0,0
32.07,Shanghai,Regular,1630.995547,0.009123493,0.000108613,0,0.000108613,0
20.83,Shanghai,Regular,1825.039683,0.087301587,0,0,0,0
37.29,Shanghai,Regular,1541.887619,0.046666667,0,0,0.000952381,0
12.45,Shanghai,Regular,1740.783562,0.131506849,0,0,0,0
59.96,Shanghai,Regular,1316.401723,0.002871729,0,0,0.000957243,0
33.06,Shanghai,Regular,1910.387814,0.15377176,0.003868472,0.000967118,0.002901354,0.002901354
24.82,Shanghai,Regular,1788.532609,0.061594203,0,0,0.003623188,0
42.41,Shanghai,Regular,1519.310342,0.010294806,0,0,0.000187178,0.000374357
55.98,Shanghai,Elite,1384.138873,0.011705202,0.000144509,0.000361272,0.000433526,0.000867052
35.74,Shanghai,Regular,1723.211497,0.034320034,0.001072501,0.0002145,0,0
19.14,Shanghai,Regular,1708.277916,0.156327543,0,0,0,0
20.43,Shanghai,Regular,1944.447552,0.118881119,0,0,0.003496503,0
25.56,Shanghai,Regular,1427.666667,0.008658009,0,0,0.004329004,0
33.98,Shanghai,Regular,1669.152113,0.01028921,0.00041713,0,0.000278087,0.000973304
13.29,Shanghai,Regular,1888.16129,0.279569892,0,0,0,0
34.72,Shanghai,Regular,1708.855333,0.056666667,0.000666667,0,0.002,0
20.86,Shanghai,Regular,1730.342466,0.006849315,0,0,0,0
36.33,Shanghai,Regular,1116.568807,0,0,0,0,0
27.08,Shanghai,Regular,1732.121813,0.169971671,0,0,0.002832861,0.002832861
16.57,Shanghai,Regular,2127.25,0.189655172,0,0,0.00862069,0
3,Shanghai,Regular,6509.375,0.75,0,0,0.25,0
21.77,Shanghai,Regular,2162.791228,0.296491228,0,0,0.005263158,0
47.12,Shanghai,Regular,1646.014851,0.016989426,0.000118807,0,0.000237614,0
51.88,Shanghai,Regular,1712.172138,0.033626902,0.001601281,0,0,0
15,Shanghai,Regular,1621.466667,0.066666667,0.066666667,0,0,0
31.78,Shanghai,Regular,1494.725371,0.007846556,0,0,0,0.00087184
53.38,Shanghai,Regular,1777.297295,0.019665774,9.23E-05,0,0.000461638,0.000830948
49.67,Shanghai,Regular,1690.389755,0.048997773,0,0,0,0
35.5,Shanghai,Regular,1577.818942,0.013927577,0,0,0,0
51.11,Shanghai,Elite,1966.446996,0.104240283,0.000883392,0.000588928,0.000883392,0.000294464
33.29,Shanghai,Regular,1026.946352,0.021459227,0,0,0,0
14,Shanghai,Regular,1876.328571,0.114285714,0,0,0,0
43.79,Shanghai,Regular,1574.932622,0.075383589,0.002668446,0,0.001334223,0
20.5,Shanghai,Regular,1845.613993,0.067551267,0,0,0.003618818,0
22.21,Shanghai,Regular,1680.571262,0.040139616,0.000581734,0,0,0
39.08,Shanghai,Regular,1762.62818,0.04109589,0,0,0.003913894,0
35.75,Shanghai,Regular,1176.208333,0.013888889,0,0,0,0
47,Shanghai,Regular,1765.78439,0.07287624,0,0,0.00043122,0
39.75,Shanghai,Elite,1805.871141,0.017002237,0.000223714,0,0.000447427,0.003579418
70.59,Shanghai,Elite,1476.315251,0.003109668,6.91E-05,0,0.000898348,0.001174763
38.44,Shanghai,Regular,1695.985653,0.043041607,0,0.00143472,0,0
21.5,Shanghai,Regular,1764.651163,0.023255814,0,0,0,0
40.34,Shanghai,Regular,1755.528711,0.076359194,0.000152718,0,0.002596213,0.001221747
25.5,Shanghai,Regular,1615.635922,0.024271845,0,0,0,0
29.14,Shanghai,Regular,1819.242935,0.056094475,0.000421763,0.000421763,0.000421763,0.001265289
36,Shanghai,Regular,1658.934028,0.15625,0,0,0.010416667,0
38.02,Shanghai,Regular,1801.701963,0.099940512,0.000594884,0,0.000594884,0
27.29,Shanghai,Regular,1442.895833,0.010416667,0,0,0,0
41.81,Shanghai,Regular,1626.370053,0.016024518,8.76E-05,8.76E-05,0.000175131,0.001926445
42.37,Shanghai,Regular,1499.968723,0.068635969,0,0,0.003475239,0
24,Shanghai,Regular,1820.376712,0.061643836,0.01369863,0,0,0
14,Shanghai,Regular,2042.632813,0.140625,0.0078125,0,0.0078125,0
32.1,Shanghai,Regular,2042.534371,0.059662776,0.006485084,0,0.001945525,0
52.75,Shanghai,Elite,1656.829645,0.027094955,0.000122602,0.000183902,0.000367805,0.000306504
43.12,Shanghai,Regular,1507.920925,0.008068854,0,0,0,0
26.24,Shanghai,Regular,1775.792221,0.16171955,0,0,0.001023541,0
40.57,Shanghai,Regular,1504.367374,0.011884012,0,0,0.000316907,0
22.1,Shanghai,Regular,1595.513393,0.120535714,0.017857143,0,0.004464286,0
34.85,Shanghai,Elite,1633.154793,0.012745098,0,0,0.000108932,0.000108932
59.35,Shanghai,Elite,1603.411343,0.025350902,0.001861931,0.000143225,0.002434832,0.00157548
29.69,Shanghai,Regular,1620.848503,0.037263286,0,0,0,0
22.75,Shanghai,Regular,1661.302198,0.036630037,0.001831502,0,0.001831502,0
33,Shanghai,Regular,1518.828326,0.072961373,0.004291845,0,0,0
27.61,Shanghai,Regular,1737.477183,0.081690141,0.00056338,0,0.00056338,0.002253521
25.27,Shanghai,Regular,1895.229375,0.14375,0.000625,0,0.001875,0.000625
20.67,Shanghai,Regular,1855.209677,0.258064516,0,0,0,0
22,Shanghai,Regular,1607.75,0,0,0,0,0
25.53,Shanghai,Regular,1416.026435,0.010947931,0.000267023,0,0.000267023,0
27.79,Shanghai,Regular,1742.38591,0.083070452,0.012618297,0,0.001051525,0
25.75,Shanghai,Regular,1260.399038,0.004807692,0,0,0.004807692,0
53.89,Shanghai,Elite,1766.590944,0.022510525,0,0,0.000171836,0.000773262
33.02,Shanghai,Regular,1602.616519,0.029498525,0.000737463,0.000737463,0,0
31.54,Shanghai,Regular,1709.744043,0.020753267,0,0,0,0.00076864
18.39,Shanghai,Regular,1931.66967,0.054054054,0,0,0,0
24.63,Shanghai,Elite,1786.085182,0.061446318,0.000443656,0,0.001774623,0.001109139
27.12,Shanghai,Regular,1594.781857,0.034557235,0.002159827,0,0,0
38.04,Shanghai,Elite,1676.676392,0.049751685,0.000620788,8.87E-05,0.000532104,0
5,Shanghai,Regular,2360,0,0,0,0,0
29.39,Shanghai,Regular,1904.878813,0.039571311,0,0,0,0.000824402
49.96,Shanghai,Regular,1352.086842,0.001879699,0,0,0.00037594,0.00037594
30.53,Shanghai,Regular,1697.472348,0.034451496,0,0,0,0.000906618
20.6,Shanghai,Regular,2011.466019,0.194174757,0,0,0,0
33.92,Shanghai,Regular,1946.06772,0.231753198,0.000752445,0.001504891,0.003762227,0
8.5,Shanghai,Regular,2397.868421,0.578947368,0,0,0.052631579,0
19.53,Shanghai,Regular,1674.385374,0.092029581,0,0,0.001643385,0
14,Shanghai,Regular,2266.604651,0.465116279,0.023255814,0,0,0
4.5,Shanghai,Regular,1588.666667,0,0,0,0,0
6,Shanghai,Regular,1199.416667,0.083333333,0,0,0,0
21.96,Shanghai,Regular,1588.094488,0.013779528,0,0,0,0
24.07,Shanghai,Regular,1656.120879,0.016483516,0.002747253,0,0.002747253,0.002747253
40.36,Shanghai,Regular,1759.167584,0.020843755,0,0.00016675,0.0010005,0
38.17,Shanghai,Regular,1460.303759,0.028070175,0,0,0,0.000501253
6,Shanghai,Regular,2244.5,0.333333333,0,0,0,0
38.2,Shanghai,Regular,1784.598495,0.057113543,0,0,0.001025992,0
24.17,Shanghai,Regular,1685.405581,0.021090201,0.000973394,0.000324465,0.000324465,0
23.94,Shanghai,Regular,2027.029268,0.119512195,0.002439024,0,0,0
20.73,Shanghai,Regular,1791.759825,0.056768559,0,0,0,0.004366812
37.19,Shanghai,Regular,1747.377712,0.088757396,0.004930966,0,0.001972387,0.000986193
20.33,Shanghai,Regular,1353.031496,0.070866142,0,0,0,0
13.64,Shanghai,Regular,1716.133333,0.033333333,0,0,0,0
27.85,Shanghai,Regular,1858.082645,0.060606061,0,0,0,0
35.11,Shanghai,Regular,1460.791111,0.026666667,0,0.001481481,0,0
43.64,Shanghai,Regular,1759.371638,0.026487368,0.000814996,0,0.000407498,0
47.88,Shanghai,Elite,1506.528716,0.023250957,0,0,0.000139227,0.000556909
26.75,Shanghai,Regular,1970.611111,0.12962963,0,0,0,0
30.77,Shanghai,Regular,1491.253695,0.088669951,0.002463054,0,0.017241379,0
27.4,Shanghai,Regular,1796.716312,0.078014184,0,0,0.007092199,0
54,Shanghai,Regular,1774.62963,0.092592593,0,0,0,0
50.56,Shanghai,Regular,1810.247355,0.025173294,0.002188982,0.00036483,0.00036483,0.000729661
38.04,Shanghai,Regular,1747.325622,0.020660556,0,0,0.000145497,0.000145497
28.23,Shanghai,Regular,1916.978495,0.064516129,0,0,0,0
15.67,Shanghai,Regular,1822.819149,0.117021277,0,0,0,0
43.21,Shanghai,Regular,1679.463696,0.041254125,0,0,0.001650165,0
51,Shanghai,Elite,1442.743633,0.009761292,0.000266217,0.000621173,0.000354956,0.002040997
38.84,Shanghai,Regular,1632.344458,0.049855789,0,0,0.000824063,0
38.83,Shanghai,Regular,1474.245273,0.021238021,0,0,0,0.000518001
31.96,Shanghai,Regular,1732.406312,0.060727127,0,0,0,0.000399521
58.27,Shanghai,Elite,1427.482908,0.027774387,0,6.10E-05,0.000671469,0.000122085
39.12,Shanghai,Regular,1601.701382,0.030818278,0.004250797,0.001062699,0.001062699,0
24,Shanghai,Regular,1838.28,0.12,0,0.02,0,0
28.37,Shanghai,Regular,2118.381919,0.08302583,0,0,0,0
29,Shanghai,Regular,1521.383333,0.133333333,0,0,0,0
12.78,Shanghai,Regular,1600.982609,0.052173913,0,0,0,0
50.79,Shanghai,Elite,1741.094286,0.033469388,0.00122449,0.000408163,0.00122449,0.000408163
12,Shanghai,Regular,2256.583333,0.083333333,0,0,0,0
27.87,Shanghai,Regular,1514.331104,0.01516165,0,0,0.000222965,0.000445931
20,Shanghai,Regular,2035.625,0.425,0,0,0,0
50,Shanghai,Regular,1435.44,0.04,0,0,0,0
26.94,Shanghai,Regular,1870.003261,0.025,0.001086957,0,0.001086957,0.002173913
47.31,Shanghai,Regular,1648.28009,0.024907601,0,0.000160694,0.000321388,0.000642777
34.12,Shanghai,Regular,1589.833738,0.074029126,0.001213592,0,0.001213592,0
58,Shanghai,Regular,1382.452517,0.017734554,0,0,0.001144165,0
26.49,Shanghai,Regular,2009.704235,0.143442623,0.00068306,0,0.00068306,0
47.61,Shanghai,Regular,1601.0093,0.050566696,0.002615519,0.001453066,0.000581226,0.000581226
56.16,Shanghai,Elite,1627.149045,0.009102731,0,0,0.00040012,0.00040012
14,Shanghai,Regular,2056.885714,0.2,0,0,0,0
39.74,Shanghai,Regular,1476.80836,0.004501608,0,0,0,0.000643087
25,Shanghai,Regular,1738.24,0.1,0,0.01,0.01,0
35.19,Shanghai,Regular,1736.97,0.109090909,0,0,0.003636364,0
48.66,Shanghai,Regular,1463.108834,0.027561837,0.002826855,0.000706714,0.000706714,0.000706714
28.5,Shanghai,Regular,1641.344828,0.034482759,0,0,0,0
47.71,Shanghai,Regular,1641.928251,0.005979073,0.002989537,0,0,0
41.85,Shanghai,Regular,1805.381125,0.067150635,0.001814882,0,0,0
59.16,Shanghai,Elite,1455.795194,0.014694627,0.001377621,0,0.000459207,0.000459207
75.2,Shanghai,Elite,1480.681527,0.006349419,0.000467852,0,0.000868868,0
33.14,Shanghai,Regular,1815.594017,0.11965812,0,0,0.004273504,0
28.76,Harbin,Regular,1749.27439,0.050813008,0.00203252,0.00203252,0.008130081,0.00203252
12.5,Harbin,Regular,2074.6,0.08,0,0,0,0
26.25,Harbin,Regular,1334.356295,0.007125891,0,0,0,0
20.5,Harbin,Regular,1588.536585,0.073170732,0,0,0,0
26.78,Harbin,Regular,1538.709366,0.035812672,0,0,0,0
32.55,Harbin,Regular,1455.321727,0.073816156,0.001392758,0,0.001392758,0
29,Harbin,Regular,2056.762712,0.13559322,0,0,0.016949153,0
34,Harbin,Regular,1506.581223,0.026637555,0,0,0.000436681,0
17.89,Harbin,Regular,1100.931677,0,0,0,0,0
25.27,Harbin,Regular,1342.871391,0.010498688,0.002624672,0.005249344,0,0
35,Harbin,Regular,1628.521823,0.049880096,0,0,0.000959233,0
5,Harbin,Regular,2048.4,0.2,0,0,0,0
14,Harbin,Regular,1668.785714,0.071428571,0,0,0,0
48.38,Harbin,Regular,1622.265493,0.02970297,0,0,0.002566923,0
5,Harbin,Regular,1646.4,0.2,0,0,0,0
42.06,Harbin,Regular,1736.682893,0.146036161,0,0,0,0
27.89,Harbin,Regular,1441.988235,0.062745098,0,0,0,0
24.71,Harbin,Regular,2248.542614,0.301136364,0,0,0.008522727,0.002840909
22.88,Harbin,Regular,1592.289973,0.010840108,0,0,0,0
26,Harbin,Regular,1359.307692,0.038461538,0,0,0,0
31.89,Harbin,Regular,1540.182087,0.028871391,0,0,0.000656168,0
12,Harbin,Regular,1449.64,0.08,0,0,0,0
21.53,Harbin,Regular,1462.867284,0.009259259,0,0,0,0
43.86,Harbin,Regular,1643.42049,0.065367693,0.000628536,0.001257071,0.001885607,0
1,Harbin,Regular,4814,1,0,0,0,0
45.07,Harbin,Regular,1697.510384,0.04090623,0,0,0,0
14.33,Harbin,Regular,1212.888889,0,0,0,0,0
1,Harbin,Regular,2467,0,0,0,0,0
31,Harbin,Regular,1582.548387,0.096774194,0,0,0,0
32.58,Harbin,Regular,1268.814992,0.04784689,0,0,0.001594896,0
42,Harbin,Regular,1702.311633,0.12379936,0,0,0.003201708,0.002134472
36.5,Harbin,Regular,1609.537415,0.027210884,0,0,0,0
21,Harbin,Regular,1964.930233,0.186046512,0.023255814,0,0,0
33,Harbin,Regular,1772.188333,0.036666667,0,0,0,0
24,Harbin,Regular,1448.013889,0.083333333,0,0,0,0
16,Harbin,Regular,1721.875,0.0625,0,0,0,0
32.21,Harbin,Regular,1890.178808,0.196467991,0,0,0,0
40.54,Harbin,Regular,1813.14055,0.079545455,0,0,0.002990431,0
36.09,Harbin,Regular,1520.234414,0.057356608,0,0,0,0
12.33,Harbin,Regular,1771.567568,0,0,0,0,0
24.91,Harbin,Regular,1652.309266,0.081829122,0,0,0.002406739,0
10.27,Harbin,Regular,1745.714286,0.045454545,0,0,0,0
33.08,Harbin,Regular,1296.559406,0.051980198,0,0,0,0
28.3,Harbin,Regular,1451.491166,0.014134276,0,0,0,0
36.34,Harbin,Regular,1454.025832,0.036007828,0,0,0.000391389,0
12,Harbin,Regular,1310.8,0.08,0,0,0,0
23,Harbin,Regular,1265.929348,0.027173913,0,0,0,0
14.83,Harbin,Regular,1787.044693,0.027932961,0,0,0,0
46.29,Harbin,Elite,1496.551955,0.005891805,0.000267809,0,0,0
34.68,Harbin,Regular,1362.996894,0.01863354,0,0,0.000776398,0
11,Harbin,Regular,1438.84083,0.020761246,0,0.003460208,0.006920415,0
41.76,Harbin,Regular,1780.648346,0.064202335,0,0,0.001459144,0
17.67,Harbin,Regular,1532.056075,0.08411215,0,0,0,0.009345794
37.86,Harbin,Elite,1483.430525,0.024390244,0,0,0,0.000369549
56.67,Harbin,Regular,1823.19883,0.011695906,0,0,0,0
26.66,Harbin,Regular,1697.217503,0.03989704,0,0,0.001287001,0
21,Harbin,Regular,1352.285714,0.095238095,0,0,0,0
34.12,Harbin,Regular,1640.816258,0.067928731,0,0,0.002227171,0.001113586
54.03,Harbin,Regular,1402.070857,0.013044767,0,0,0.000889416,0.000592944
16.4,Harbin,Regular,1216.780488,0.012195122,0,0,0,0
10,Harbin,Regular,1257.1,0,0,0,0,0
16.57,Harbin,Regular,1417.230769,0.025641026,0,0,0,0
31,Harbin,Regular,1879.354839,0.193548387,0,0,0,0
27.11,Harbin,Regular,1713.139378,0.074424899,0,0,0,0
38.83,Harbin,Regular,1445.931551,0.045989305,0,0,0,0.00855615
33.83,Harbin,Regular,1220.835381,0.007371007,0,0,0.002457002,0.002457002
45.06,Harbin,Elite,1749.536549,0.034901138,0,0,0.00014979,0.00014979
20.5,Harbin,Regular,1645.792683,0.097560976,0,0,0,0
37.28,Harbin,Regular,1415.67147,0.013256484,0,0,0,0
50.25,Harbin,Elite,1612.263873,0.009868421,0,0,0.000143021,0.000143021
38.32,Harbin,Regular,1808.369412,0.127058824,0.001176471,0,0.002352941,0
13.8,Harbin,Regular,2152.115942,0.15942029,0.043478261,0,0.014492754,0
18.25,Harbin,Regular,1582.479452,0.095890411,0,0,0,0
25.54,Harbin,Regular,1426.041791,0.062686567,0,0.002985075,0.002985075,0
15.08,Harbin,Regular,1245.54,0.02,0.01,0,0.005,0
30.5,Harbin,Regular,1786.920635,0.126984127,0,0.031746032,0,0
39.76,Harbin,Regular,1328.997052,0.016949153,0,0,0,0
7,Harbin,Regular,1210.571429,0,0,0,0,0
26.25,Harbin,Regular,1265.704762,0.019047619,0,0,0,0
28.17,Harbin,Regular,1517.089423,0.047521717,0,0,0.003065917,0.000510986
26.6,Harbin,Regular,1537.172932,0.097744361,0,0,0.007518797,0
10,Harbin,Regular,2495,0.6,0,0,0,0
11,Harbin,Regular,2270.727273,0.181818182,0,0,0,0
40.42,Harbin,Elite,1456.168331,0.018188302,0,0,0,0
10,Harbin,Regular,2472.8,0.1,0,0,0,0
30.11,Harbin,Regular,1577.099908,0.036663611,0.00091659,0,0.00091659,0.005499542
48.67,Harbin,Regular,1852.608147,0.145489816,0,0,0.000969932,0
6,Harbin,Regular,1791.583333,0.208333333,0,0,0,0
25.75,Harbin,Regular,2148.947619,0.295238095,0,0,0.004761905,0
16,Harbin,Regular,1319.020833,0,0,0,0,0.020833333
27,Harbin,Regular,1662.595318,0.096989967,0,0,0,0.006688963
31.14,Harbin,Elite,1615.467249,0.030567686,0,0,0.001091703,0.001091703
2,Harbin,Regular,2398.5,0,0,0,0,0
29.82,Harbin,Regular,1746.752456,0.064833006,0,0,0,0
28,Harbin,Regular,1627.404762,0.011904762,0,0,0,0
23.25,Harbin,Regular,1381.026738,0.026737968,0,0,0,0
23.77,Harbin,Regular,1351.773463,0.006472492,0,0,0,0
12.81,Harbin,Regular,1535.079882,0.065088757,0,0,0,0
24.81,Harbin,Regular,1657.551637,0.073047859,0.002518892,0,0.002518892,0
39.09,Harbin,Regular,1649.505774,0.060046189,0,0,0,0.004618938
41.78,Harbin,Regular,1412.53112,0.014522822,0,0,0,0
35.9,Harbin,Regular,1613.922363,0.042994123,0,0,0.00061862,0
43.04,Harbin,Regular,1376.001709,0.046153846,0,0,0.002564103,0
25.29,Harbin,Regular,1487.292135,0.011235955,0,0,0,0
13,Harbin,Regular,1644.076923,0.076923077,0,0,0,0
5,Harbin,Regular,1477.3,0,0,0,0,0
52.83,Harbin,Regular,1663.148125,0.12,0,0,0,0.000625
23.24,Harbin,Regular,1428.597959,0.016326531,0,0,0.008163265,0
59.11,Harbin,Regular,1620.305607,0.020560748,0,0,0,0
35.52,Harbin,Regular,1651.151786,0.046875,0.021205357,0,0.001116071,0
54.55,Harbin,Elite,1487.975806,0.028937381,0,0,0.000948767,0
50.82,Harbin,Elite,1541.130533,0.015706806,0,0,0.000118991,0.000356973
27.88,Harbin,Regular,1153.777778,0.013333333,0,0,0,0
7,Harbin,Regular,1424,0.125,0,0,0,0
39.15,Harbin,Regular,1555.435986,0.039677047,0,0,0,0.000230681
28.5,Harbin,Regular,1284.754386,0.01754386,0,0,0,0
39.08,Harbin,Regular,1556.902538,0.048730964,0,0,0.002030457,0
47.17,Harbin,Elite,1669.198419,0.064039409,0,0,0.000572803,0
30.61,Harbin,Regular,1362.671348,0.036516854,0.002808989,0,0.002808989,0
40.25,Harbin,Regular,1483.10582,0.099647266,0,0,0.000881834,0
20.67,Harbin,Regular,2124.936508,0.285714286,0,0,0,0
36.25,Harbin,Regular,1491.785068,0.042986425,0,0,0,0
14.77,Harbin,Regular,1561.21875,0.067708333,0,0,0,0
50.5,Harbin,Regular,1442.516288,0.035538006,0,0,0.0029615,0
40.79,Harbin,Regular,1713.84989,0.037292385,0,0,0.001253526,0
26.7,Harbin,Regular,1534.486891,0.063670412,0,0,0,0
56.91,Harbin,Regular,1361.435427,0.017249005,0,0,0.000663423,0
19.42,Harbin,Regular,1796.763791,0.079207921,0,0,0.004243281,0
15.18,Harbin,Regular,1827.870892,0.244131455,0,0,0,0
27.67,Harbin,Regular,1372.216867,0.006024096,0,0,0.006024096,0
37.36,Harbin,Regular,1487.334138,0.032569361,0,0,0.001206273,0
37.9,Harbin,Regular,1654.719199,0.038774234,0,0,0,0
46.2,Harbin,Regular,1716.934125,0.05489581,0,0,0.002016581,0.000224065
37.15,Harbin,Regular,1252.870103,0.016494845,0,0.001030928,0,0
22.83,Harbin,Regular,1396.423358,0.02189781,0,0,0,0
6,Harbin,Regular,1658.833333,0.166666667,0.166666667,0,0,0
43.58,Harbin,Elite,1601.538172,0.024820267,0,0,0.000513523,0.000171174
22.25,Harbin,Regular,1922.738806,0.067164179,0,0,0,0
26,Harbin,Regular,2003.413476,0.281776417,0,0,0.001531394,0
10,Harbin,Regular,1365.4,0,0,0,0,0
34.11,Harbin,Regular,1841.065147,0.087947883,0.006514658,0,0,0
25,Harbin,Regular,1323.12,0,0,0,0,0
29.5,Harbin,Regular,1526.161111,0.077777778,0,0,0.005555556,0
33.33,Harbin,Regular,1227.342776,0.014164306,0,0,0,0
24.15,Harbin,Regular,1527.253165,0.066455696,0,0,0,0
38.83,Harbin,Regular,1309.84778,0.010570825,0,0,0,0
1,Harbin,Regular,2262,0,0,0,0,0
6,Harbin,Regular,1992.166667,0.166666667,0,0,0,0
20,Harbin,Regular,1263.362637,0.016483516,0,0,0,0
9,Harbin,Regular,1474.388889,0.111111111,0,0,0,0
18.67,Harbin,Regular,1519.052632,0.035087719,0,0,0,0
8.5,Harbin,Regular,1957.705882,0.176470588,0,0,0.058823529,0
42.24,Harbin,Elite,1413.449826,0.016586499,0,0,0,0.000165865
31.33,Harbin,Regular,1445.475911,0.027027027,0.001175088,0,0,0
17,Harbin,Regular,1453.264516,0.006451613,0,0,0,0
28.7,Harbin,Regular,1497.02551,0.025510204,0,0,0,0
17.25,Harbin,Regular,1811.651429,0.1,0,0,0,0
31.19,Harbin,Regular,1413.725826,0.018359853,0,0,0,0
7,Harbin,Regular,2047.714286,0.142857143,0,0,0,0
25.2,Harbin,Regular,987.3779528,0.007874016,0,0,0,0
25.2,Harbin,Regular,2041.259843,0.280839895,0,0,0.002624672,0.002624672
54.34,Harbin,Elite,1495.581115,0.011490971,0,7.14E-05,0.000785097,0
14,Harbin,Regular,1615.413793,0,0,0,0,0
9,Harbin,Regular,1927.148148,0.148148148,0.037037037,0,0.037037037,0
51.49,Harbin,Regular,1761.396843,0.06178552,0,0,0.001088732,0
23.33,Harbin,Regular,1302.742857,0,0.014285714,0,0,0
18.44,Harbin,Regular,1281.52381,0.011904762,0,0,0,0
8,Harbin,Regular,1827.375,0.25,0,0,0,0
58.56,Harbin,Regular,1472.884615,0.009838998,0,0,0.000596303,0
33.07,Harbin,Elite,1800.412,0.038,0,0,0,0
17.56,Harbin,Regular,1811.678445,0.017667845,0,0,0,0
21.25,Harbin,Regular,1427.764706,0.011764706,0,0,0,0
33.67,Harbin,Regular,1307.071507,0.01430143,0,0,0,0.00110011
25.07,Harbin,Regular,1767.463068,0.170454545,0.005681818,0.005681818,0,0
33.57,Harbin,Regular,1240,0,0,0,0,0
62.94,Harbin,Elite,1480.449529,0.014017728,0.000549715,6.87E-05,0.000412286,0
33.4,Harbin,Regular,1960.71173,0.11332008,0,0,0.007952286,0
51.38,Harbin,Regular,1772.711353,0.066425121,0,0,0.002415459,0
35.73,Harbin,Regular,1744.077243,0.104995375,0.000462535,0,0.000925069,0
36.59,Harbin,Regular,1764.833218,0.03752606,0,0,0.000694927,0
51.6,Harbin,Elite,1489.989621,0.007589286,0,0,0.000446429,0.000334821
11,Harbin,Regular,1871.828571,0.228571429,0,0,0,0
19,Harbin,Regular,1976.123077,0.169230769,0,0,0,0
27.67,Harbin,Regular,1392.616766,0.017964072,0,0,0,0
32.31,Harbin,Regular,1540.197115,0.030649038,0,0,0.004206731,0
31.1,Harbin,Regular,1727.336627,0.050341096,0,0,0.000705716,0.000235239
20,Harbin,Regular,1100.904762,0,0,0,0,0
61.43,Harbin,Elite,1814.049175,0.119248332,0,0,0.000702494,0
33.15,Harbin,Regular,1257.629885,0.009195402,0,0,0,0.002298851
14.88,Harbin,Regular,1532.876033,0.074380165,0,0,0,0
27.09,Harbin,Regular,1402.953333,0.006666667,0.003333333,0,0,0
35.86,Harbin,Regular,1462.497481,0.039042821,0,0,0.001259446,0
24.27,Harbin,Regular,1273.345109,0.002717391,0.002717391,0,0,0
23.2,Harbin,Regular,1474.384615,0.017094017,0,0,0.008547009,0
22.66,Harbin,Regular,1462.508321,0.034795764,0,0,0,0.001512859
22.71,Harbin,Regular,1685.144928,0.072463768,0,0,0,0
